Time,ACC_X,ACC_Y,ACC_Z,GY_X,GY_Y,GY_Z,P
0.07,0.0478515625,-0.0166015625,1.001953125,-2.86865234375,0.91552734375,-1.15966796875,101422
0.071,0.048828125,-0.0087890625,1.001953125,-0.9765625,1.0986328125,-1.220703125,101422
0.073,0.0439453125,-0.0126953125,0.9970703125,-0.1220703125,0.6103515625,-0.9765625,101422
0.075,0.044921875,-0.015625,0.990234375,1.15966796875,0.30517578125,-1.220703125,101422
0.077,0.0390625,-0.0146484375,0.9853515625,0.79345703125,1.15966796875,-1.15966796875,101422
0.079,0.044921875,-0.0068359375,0.974609375,-0.30517578125,0.91552734375,-0.6103515625,101422
0.081,0.048828125,-0.0126953125,0.978515625,-1.3427734375,0.9765625,-1.15966796875,101422
0.083,0.0302734375,-0.009765625,0.98046875,-3.11279296875,0.91552734375,-0.91552734375,101422
0.084,0.0556640625,-0.013671875,0.9970703125,-2.9296875,0.67138671875,-0.79345703125,101422
0.086,0.0517578125,-0.0126953125,1.0029296875,-3.173828125,0.732421875,-1.77001953125,101422
0.088,0.0439453125,-0.0126953125,0.9921875,-1.953125,1.3427734375,-1.0986328125,101422
0.09,0.0400390625,-0.0029296875,1.0,-1.28173828125,0.732421875,-1.0986328125,101422
0.093,0.046875,-0.0087890625,1.005859375,-0.6103515625,0.18310546875,-1.28173828125,101422
0.095,0.046875,-0.005859375,0.9951171875,-0.3662109375,0.6103515625,-0.9765625,101422
0.097,0.060546875,-0.0009765625,0.9912109375,0.244140625,0.1220703125,-1.0986328125,101422
0.099,0.048828125,-0.0166015625,0.986328125,-0.91552734375,0.6103515625,-0.79345703125,101422
0.101,0.0478515625,-0.0166015625,0.9892578125,-2.0751953125,0.91552734375,-1.40380859375,101422
0.102,0.048828125,-0.0078125,1.0029296875,-2.25830078125,0.42724609375,-1.15966796875,101422
0.104,0.05078125,-0.00390625,1.0029296875,-2.9296875,0.06103515625,-0.79345703125,101422
0.106,0.048828125,-0.0068359375,1.005859375,-1.77001953125,0.91552734375,-1.28173828125,101422
0.108,0.0517578125,-0.0107421875,1.0029296875,-1.3427734375,0.6103515625,-1.220703125,101422
0.109,0.03515625,-0.0048828125,0.9931640625,-0.79345703125,0.67138671875,-1.40380859375,101422
0.112,0.04296875,-0.0146484375,0.98828125,-2.13623046875,0.9765625,-1.46484375,101422
0.114,0.041015625,-0.009765625,0.9990234375,-2.0751953125,1.28173828125,-0.79345703125,101422
0.116,0.0576171875,-0.0087890625,1.0029296875,-1.28173828125,0.732421875,-1.28173828125,101422
0.118,0.0498046875,-0.0146484375,1.001953125,-0.3662109375,0.42724609375,-1.8310546875,101422
0.12,0.04296875,0.0009765625,0.9951171875,0.18310546875,1.03759765625,-0.6103515625,101422
0.123,0.048828125,-0.013671875,0.97265625,-0.54931640625,1.03759765625,-0.8544921875,101422
0.125,0.0458984375,-0.0126953125,0.984375,-1.46484375,0.3662109375,-1.46484375,101422
0.127,0.0478515625,-0.0166015625,0.9853515625,-2.99072265625,0.91552734375,-1.64794921875,101422
0.129,0.0458984375,-0.009765625,0.978515625,-2.8076171875,0.8544921875,-0.9765625,101422
0.131,0.0498046875,-0.0068359375,1.0009765625,-2.74658203125,0.79345703125,-1.220703125,101422
0.134,0.0546875,-0.00390625,1.00390625,-1.64794921875,0.9765625,-1.3427734375,101422
0.135,0.0458984375,-0.0107421875,0.9951171875,-0.3662109375,0.732421875,-0.79345703125,101422
0.137,0.046875,-0.01171875,0.9990234375,-0.3662109375,0.9765625,-1.0986328125,101422
0.139,0.0556640625,-0.0107421875,0.986328125,-0.48828125,0.732421875,-1.3427734375,101422
0.141,0.0458984375,-0.0078125,0.9775390625,-1.5869140625,0.48828125,-0.732421875,101422
0.142,0.046875,-0.0048828125,0.9853515625,-1.953125,0.6103515625,-1.28173828125,101422
